384	006
385	000
386	000
387	4B5
388	4B5
389	003
390	4B5
391	618
392	180
393	080
394	0A0
395	4B5
396	080
397	080
398	060
399	4B0
400	000
401	006
402	4B5
403	4B5
404	4F1
405	4B5
406	002
407	6B0
408	00E
409	4B5
410	4B5
411	4B5
412	4B5
413	4B5
414	5B3
415	4B4
416	4B5
417	4B4
418	4B5
419	000
420	4B5
421	4B5
422	4B5
423	4B5
424	806
425	4B5
426	942
427	000
428	00E
429	4FF
430	4B5
431	4BD
432	4B5
433	000
434	000
435	4B5
436	4B5
437	4B5
438	4B1
439	000
440	035
441	4A5
442	4B5
443	4B5
444	605
445	4B5
446	4B5
447	4B5
448	000
449	4B5
450	4B5
451	4A5
452	0A5
453	4B5
454	0B8
455	4B5
456	4B7
457	6B5
458	4B4
459	4B5
460	4B5
461	4B5
462	080
463	4A5
464	435
465	4B4
466	4B5
467	000
468	5A5
469	4B5
470	774
471	4B5
472	4BD
473	4B5
474	5F5
475	625
476	6A5
477	000
478	4B5
479	4A7
480	595
481	480
482	4B5
483	4B5
484	100
485	4B5
486	002
487	000
488	000
489	0E0
490	001
491	000
492	000
493	000
494	000
495	9BD
496	000
497	001
498	044
499	E02
500	00E
501	1A0
502	000
503	006
504	000
505	000
506	000
507	000
508	000
509	4F5
510	4E5
511	4B5
512	4B5
513	CA5
514	4B5
515	4B5
516	4B5
517	4B6
518	0B1
519	495
520	4B5
521	003
522	4B7
523	4FD
524	000
525	000
526	000
527	000
528	000
529	406
530	4B5
531	030
532	4B4
533	006
534	4B5
535	4B5
536	4B5
537	4B5
538	000
539	005
540	000
541	050
542	080
543	000
544	000
545	006
546	001
547	003
548	000
549	000
550	000
551	002
552	000
553	4B5
554	4B5
555	5F5
556	4B5
557	4B5
558	4BD
559	000
560	4A1
561	4B5
562	4B5
563	000
564	000
565	5F5
566	0A5
567	000
568	240
569	300
570	4B5
571	000
572	00E
573	000
574	000
575	006
576	00E
577	000
578	000
579	000
580	001
581	000
582	000
583	000
584	080
585	000
586	000
587	000
588	000
589	000
590	000
591	000
592	4B5
593	4B5
594	4BD
595	4B5
596	008
597	CB5
598	4B5
599	4B5
600	4B5
601	4B5
602	4D6
603	4B7
604	080
605	000
606	006
607	000
608	000
609	000
610	000
611	000
612	221
613	000
614	000
615	000
616	000
617	006
618	000
619	001
620	001
621	635
622	4B5
623	4B5
624	0B1
625	006
626	4B5
627	4B5
628	000
629	001
630	4B5
631	4B5
632	000
633	000
634	000
635	CB5
636	4B7
637	4B5
638	4B5
639	4B5
640	000
641	5B5
642	4B4
643	4B5
644	015
645	4BD
646	000
647	5B5
648	4B5
649	C95
650	4B5
651	417
652	000
653	000
654	000
655	0D0
656	481
657	4B5
658	110
659	00C
660	1B5
661	0F7
662	635
663	6A5
664	4B5
665	4F5
666	000
667	4B5
668	638
669	4B5
670	4B5
671	4B5
672	010
673	000
674	0A0
675	4B5
676	4B5
677	4F5
678	000
679	4B1
680	4B5
681	4B5
682	425
683	4B5
684	4B5
685	630
686	4B5
687	4B5
688	1DD
689	0A4
690	000
691	014
692	400
693	000
694	4BC
695	4B4
696	4B5
697	4B4
698	4B5
699	4B5
700	1A7
701	085
702	4A5
703	4B5
704	5F5
705	4B5
706	4B5
707	002
708	4B5
709	4B5
710	4B5
711	4B5
712	4B5
713	001
714	000
715	000
716	000
717	006
718	4B5
719	40A
720	006
721	1C5
722	4B7
723	001
724	000
725	4B5
726	000
727	4B5
728	700
729	8B5
730	4B5
731	4B5
732	00E
733	6B5
734	006
735	000
736	4A5
737	806
738	4B5
739	4B5
740	CB5
741	4B5
742	001
743	006
744	000
745	4D5
746	4B5
747	DB5
748	4B0
749	000
750	000
751	000
752	000
753	000
754	595
755	000
756	4B7
757	4B5
758	4B5
759	4B5
760	4B5
761	4B5
762	CF5
763	100
764	227
765	4B5
766	4B5
767	4B5
768	5B5
769	5F5
770	4B5
771	4B5
772	4B5
773	4B5
774	4B5
775	000
776	000
777	5F5
778	CA5
779	CB7
780	0B5
781	48D
782	080
783	4BD
784	0B5
785	001
786	4B5
787	4B5
788	4B5
789	4B5
790	CB4
791	4B5
792	006
793	000
794	006
795	000
796	006
797	877
798	004
799	4B5
800	5B5
801	006
802	001
803	006
804	156
805	006
806	4B5
807	4B5
808	4B5
809	004
810	000
811	4B5
812	4B5
813	0B5
814	4B5
815	000
816	4B5
817	4B5
818	001
819	495
820	4F5
821	CB4
822	534
823	6A5
824	475
825	5A5
826	43F
827	4B3
828	4B0
829	006
830	000
831	4B5
832	4B5
833	4B5
834	4B5
835	4B5
836	4B5
837	4B5
838	695
839	000
840	5B3
841	4B7
842	4BD
843	4BD
844	056
845	73C
846	000
847	000
848	CFF
849	4B5
850	4B5
851	4B1
852	000
853	001
854	001
855	4B1
856	000
857	4B5
858	4B5
859	006
860	096
861	4B5
862	4B5
863	4B5
864	00E
865	000
866	4BC
867	4B5
868	FB6
869	435
870	4B5
871	4B5
872	4B5
873	4B5
874	4BD
875	008
876	4B5
877	4B5
878	000
879	4B5
880	4B5
881	010
882	4B5
883	000
884	000
885	006
886	000
887	006
888	4B5
889	4B5
890	000
891	495
892	4B5
893	000
894	000
895	000
896	006
897	4B5
898	4B5
899	CB7
900	4B5
901	4B5
902	00E
903	004
904	006
905	183
906	4B5
907	080
908	5B5
909	4A5
910	1B4
911	006
912	027
913	4B7
914	220
915	695
916	4B5
917	4B5
918	4B5
919	4B5
920	630
921	4B5
922	00E
923	000
924	001
925	000
926	000
927	000
928	006
929	000
930	4B5
931	4B5
932	4B5
933	4B5
934	006
935	4B5
936	004
937	C25
938	4B7
939	4B5
940	410
941	984
942	080
943	000
944	008
945	000
946	000
947	001
948	000
949	000
950	4B5
951	4B5
952	4B5
953	EB5
954	006
955	4B5
956	0B1
957	4B1
958	800
959	002
960	4B5
961	4B5
962	4B5
963	4B5
964	435
965	000
966	000
967	000
968	000
969	CB5
970	005
971	004
972	0B7
973	000
974	000
975	000
976	557
977	4B5
978	4B3
979	001
980	000
981	400
982	000
983	EB5
984	CA5
985	4B1
986	035
987	4B5
988	4B5
989	4B5
990	4E5
991	4B6
992	4B5
993	4B5
994	4B5
995	495
996	4B5
997	4B5
998	4B5
999	4B7
1000	4B5
1001	097
1002	4B5
1003	495
1004	4B5
1005	4B5
1006	4BD
1007	4B5
1008	4B5
1009	4B5
1010	4B5
1011	4B5
1012	4B5
1013	4B5
1014	4B5
1015	4B5
1016	4B5
1017	000
1018	4F5
1019	4B5
1020	4B9
1021	5B1
1022	4B5
1023	4B5
1024	4B5
1025	4B5
1026	221
1027	4B5
1028	4B5
1029	0E4
1030	4B0
1031	4B4
1032	DB5
1033	4B1
1034	4B5
1035	4B5
1036	4B7
1037	4B5
1038	4B6
1039	4B5
1040	4B5
1041	072
1042	4B7
1043	000
1044	000
1045	4B4
1046	000
1047	114
1048	004
1049	E97
1050	5F5
1051	4B5
1052	4B5
1053	4B5
1054	4B1
1055	000
1056	000
1057	4B5
1058	4B5
1059	4B5
1060	4B5
1061	00E
1062	635
1063	423
1064	2B5
1065	4B5
1066	4B5
1067	4B5
1068	415
1069	4B5
1070	000
1071	4B5
1072	000
1073	4B5
1074	4B5
1075	4B5
1076	4A5
1077	4B5
1078	4B5
1079	000
1080	8A2
1081	4B5
1082	4B5
1083	4B5
1084	4B5
1085	4B5
1086	CA4
1087	4B5
1088	4B5
1089	006
1090	000
1091	4B1
1092	4B5
1093	4B4
1094	6B5
1095	C02
1096	4B5
1097	4B5
1098	4B6
1099	240
1100	000
1101	000
1102	075
1103	4B1
1104	4E5
1105	4B5
1106	4B1
1107	4B1
1108	001
1109	4B5
1110	4B5
1111	4B5
1112	006
1113	00E
1114	006
1115	000
1116	001
1117	006
1118	000
1119	000
1120	000
1121	000
1122	006
1123	000
1124	6B7
1125	000
1126	006
1127	4B1
1128	FB5
1129	000
1130	4B5
1131	4B5
1132	4B5
1133	4B1
1134	4B7
1135	4D5
1136	4B5
1137	160
1138	CB5
1139	4B5
1140	006
1141	0D6
1142	4B5
1143	4B5
1144	4B5
1145	4B4
1146	514
1147	4B4
1148	4B5
1149	000
1150	695
1151	4B5
1152	000
1153	4B5
1154	48D
1155	4B5
1156	4B5
1157	4B5
1158	4B5
1159	4B5
1160	000
1161	006
1162	000
1163	000
1164	00E
1165	000
1166	000
1167	000
1168	100
1169	000
1170	000
1171	001
1172	000
1173	000
1174	000
1175	000
1176	416
