1	4B5
2	4B5
3	4B5
4	4B5
5	4B5
6	4B5
7	4B5
8	4B5
9	4B5
10	4B5
11	4B5
12	4B5
13	4B5
14	4B5
15	4B5
16	4B5
17	4B5
18	4B5
19	4B5
20	4B5
21	4B5
22	4B5
23	4B5
24	4B5
25	4B5
26	4B5
27	4B5
28	4B5
29	4B5
30	4B5
31	4B5
32	4B5
33	4B5
34	4B5
35	4B5
36	4B5
37	4B5
38	4B5
39	4B5
40	4B5
41	4B5
42	000
43	000
44	001
45	000
46	000
47	000
48	001
49	000
50	006
51	000
52	000
53	000
54	002
55	002
56	001
57	000
58	000
59	001
60	001
61	000
62	001
63	006
64	000
65	001
66	000
67	000
68	000
69	000
70	000
71	000
72	000
73	000
74	002
75	080
76	000
77	000
78	001
79	000
80	000
81	000
82	000
83	000
84	001
85	000
86	001
87	000
88	000
89	000
90	000
91	000
92	000
93	000
94	006
95	001
96	000
97	002
98	000
99	001
100	000
101	00E
102	000
103	001
104	000
105	000
106	00E
107	080
108	001
109	080
110	000
111	000
112	001
113	002
114	080
115	000
116	001
117	001
118	000
119	000
120	080
121	001
122	000
123	000
124	000
125	001
126	000
127	00E
128	006
129	000
130	000
131	080
132	000
133	000
134	001
135	080
136	00E
137	000
138	000
139	000
140	000
141	000
142	001
143	000
144	001
145	000
146	080
147	001
148	000
149	001
150	006
151	000
152	00A
153	000
154	000
155	000
156	000
157	000
158	000
159	001
160	000
161	000
162	000
163	001
164	006
165	000
166	000
167	000
168	000
169	000
170	000
171	000
172	006
173	000
174	001
175	006
176	080
177	000
178	000
179	00E
180	00E
181	000
182	080
183	001
184	000
185	000
186	000
187	000
188	000
189	006
190	000
191	000
192	001
193	001
194	000
195	000
196	006
197	00E
198	000
199	000
200	000
201	006
202	000
203	001
204	000
205	000
206	001
207	006
208	000
209	000
210	000
211	00E
212	000
213	000
214	006
215	00E
216	000
217	001
218	000
219	000
220	000
221	000
222	000
223	000
224	080
225	000
226	000
227	000
228	000
229	000
230	000
231	000
232	000
233	000
234	000
235	006
236	000
237	000
238	006
239	000
240	006
241	000
242	000
243	000
244	000
245	000
246	000
247	000
248	001
249	001
250	00E
251	000
252	000
253	000
254	001
255	00E
256	006
257	006
258	000
259	000
260	000
261	006
262	000
263	001
264	000
265	000
266	000
267	000
268	000
269	000
270	001
271	000
272	00E
273	000
274	000
275	4B5
276	4B5
277	4B5
278	4B5
279	4B5
280	4B5
281	4B5
282	4B5
283	485
284	4B5
285	4B5
286	4B5
287	4B5
288	DFF
289	4B5
290	485
291	4B5
292	4B5
293	4B5
294	040
295	001
296	495
297	4B5
298	9A5
299	C14
300	902
301	286
302	4B5
303	4B5
304	4F6
305	4B5
306	4B5
307	000
308	000
309	000
310	001
311	000
312	00E
313	000
314	000
315	001
316	4B0
317	006
318	C06
319	4B7
320	006
321	4A0
322	000
323	4B5
324	4B5
325	4B5
326	4B5
327	000
328	4B5
329	4B5
330	4B5
331	900
332	A40
333	4B5
334	4B5
335	4B5
336	4B5
337	4B5
338	4B5
339	4B5
340	4B5
341	00E
342	4B5
343	4B5
344	4B5
345	4B1
346	CB5
347	1B5
348	4B5
349	4B5
350	4B5
351	4B5
352	4B5
353	000
354	300
355	144
356	000
357	008
358	000
359	000
360	002
361	4B5
362	4B5
363	4B5
364	4B5
365	EA5
366	020
367	000
368	0F0
369	200
370	C15
371	495
372	4B1
373	4B5
374	EE5
375	080
376	000
377	006
378	635
379	515
380	4B5
381	000
382	00E
383	000
