1	4B5F42886466
2	4B5F42887205
3	4B5F42887350
4	4B5F42887229
5	4B5F42886459
6	4B5F42887197
7	4B5F42887359
8	4B5F42887329
9	4B5F42887195
10	4B5F42887206
11	4B5F42887180
12	4B5F42886057
13	4B5F42886001
14	4B5F42887251
15	4B5F42887122
16	4B5F42887204
17	4B5F42886114
18	4B5F42886469
19	4B5F42887380
20	4B5F42887339
