1,0,1331041516000,1200,1
1,33,1331479864000,1200,1
1,0,1331538453000,1200,1
1,40,1331566455000,1200,1
1,33,1331583590000,1200,1
1,0,1331630477000,1200,1
1,33,1331672000000,1200,1
1,0,1331715381000,1200,1
1,33,1331758382000,1200,1
1,0,1331804629000,1200,1
1,33,1331842742000,1200,1
1,0,1332151194000,1200,1
1,33,1332190698000,1200,1
1,0,1332234877000,902,1
1,33,1332235699000,1200,1
1,0,1332238479000,906,1
1,33,1332238400000,1799,1
1,0,1332241181000,4485,1
1,33,1332241998000,3589,1
1,0,1332251060000,901,1
1,33,1332250981000,1800,1
1,0,1332253759000,7194,1
1,33,1332254580000,7194,1
1,47,1332316902000,899,1
1,7,1332316953000,1200,1
1,0,1332327840000,1200,1
1,33,1332359258000,1200,1
1,0,1332430614000,1200,1
1,40,1332860304000,1200,1
1,33,1332878336000,1200,1
1,0,1332925227000,1200,1
1,33,1332964729000,1200,1
1,0,1333098452000,1200,1
1,33,1333229370000,1200,1
1,0,1333354316000,1200,1
1,33,1333366826000,1200,1
1,0,1333368699000,1200,1
1,33,1333388395000,1200,1
1,0,1333434405000,1200,1
1,33,1333465803000,1200,1
1,0,1333959164000,1200,1
1,39,1333976205000,1200,1
1,0,1333988735000,1200,1
1,33,1334179059000,1200,1
1,0,1334215261000,896,1
1,53,1334215190000,1808,1
1,0,1334217955000,1200,1
1,33,1334331144000,1200,1
2,43,1330937284000,1200,1
2,72,1330937587000,1200,1
2,35,1330937302000,1200,1
2,71,1330937577000,1200,1
2,25,1330937582000,1200,1
2,69,1330937449000,1200,1
2,5,1330937439000,1200,1
2,4,1330937433000,1200,1
2,54,1330937294000,1200,1
2,63,1330937598000,1200,1
2,30,1330937322000,1200,1
2,39,1330937570000,1200,1
2,63,1331129001000,1200,1
2,32,1331128889000,861,1
2,6,1331135386000,1200,1
2,31,1331134264000,1200,1
2,18,1331737184000,1200,1
2,49,1332190178000,902,1
2,50,1332190170000,1800,1
2,49,1332193784000,1200,1
2,43,1332340351000,889,1
2,32,1332340301000,1800,1
2,31,1332341227000,1200,1
2,39,1332341338000,1200,1
2,18,1332761093000,1200,1
2,43,1332941337000,829,1
2,63,1332940586000,1695,1
2,32,1332943044000,1200,1
2,43,1332944868000,902,1
2,63,1332944143000,1745,1
2,32,1332944845000,901,1
2,72,1333702541000,1200,1
2,49,1335943557000,1200,1
3,43,1330937473000,1200,1
3,35,1330937483000,1200,1
3,15,1330937498000,1200,1
3,54,1330937475000,1200,1
3,32,1330937444000,1200,1
3,30,1330937496000,1200,1
3,14,1330937440000,1200,1
3,31,1330937460000,1200,1
3,42,1330937464000,1200,1
3,49,1330937450000,1200,1
3,0,1330937505000,1200,1
3,7,1330937441000,1200,1
3,0,1330937459000,1200,1
3,32,1331129781000,1801,1
3,31,1331129806000,1793,1
3,14,1331129770000,2702,1
3,34,1331134389000,1200,1
3,32,1331133381000,901,1
3,30,1331134368000,1200,1
3,14,1331134269000,1200,1
3,31,1331133398000,1808,1
3,0,1331134379000,1200,1
5,53,1330934346000,1200,1
5,1,1330934338000,1200,1
5,51,1330934314000,190,1
5,44,1330938276000,1200,1
5,30,1330938254000,1200,1
5,31,1330938237000,1200,1
5,50,1330938174000,1200,1
5,53,1330940046000,1200,1
5,32,1331107261000,1200,1
5,53,1331212598000,1200,1
5,63,1331280063000,1200,1
5,0,1331282078000,1200,1
5,63,1331282078000,1200,1
5,0,1331283874000,1200,1
5,63,1331283874000,1200,1
5,2,1331287648000,1200,1
5,25,1331292913000,1200,1
5,0,1331292895000,1200,1
5,53,1331636512000,1200,1
5,51,1331640690000,1200,1
5,53,1331640752000,1200,1
5,53,1331642510000,1200,1
5,51,1331641892000,1200,1
5,32,1331712104000,3599,1
5,30,1331712137000,3601,1
5,68,1331712311000,3605,1
5,49,1331712257000,2703,1
5,53,1332837175000,2101,1
5,17,1332838873000,1200,1
5,27,1332837215000,1498,1
5,30,1333523697000,1200,1
5,49,1333525628000,1784,1
5,30,1333526382000,2709,1
5,68,1333525676000,3586,1
5,46,1333528316000,903,1
5,46,1333531018000,1200,1
5,0,1333537348000,1200,1
7,32,1331107432000,1200,1
7,50,1331121820000,1200,1
7,50,1331123619000,1200,1
7,46,1331122739000,898,1
7,50,1331125420000,1200,1
7,46,1331125438000,1200,1
7,50,1331127220000,1200,1
7,46,1331127237000,1200,1
7,25,1331726469000,1200,1
7,15,1331726360000,2692,1
7,53,1331727347000,1767,1
7,34,1331727289000,2700,1
7,35,1331727268000,2672,1
7,50,1331727208000,3595,1
7,34,1331731766000,900,1
7,35,1331731746000,898,1
7,15,1331731759000,898,1
7,53,1331731823000,900,1
7,50,1331732580000,1200,1
7,17,1332158610000,1200,1
7,39,1332158587000,892,1
7,27,1332158599000,892,1
7,1,1332165733000,1200,1
7,17,1332163106000,1798,1
7,18,1332163011000,1800,1
7,27,1332163093000,1799,1
7,32,1332318023000,1200,1
7,15,1332331592000,1200,1
7,15,1332333387000,1200,1
7,46,1332333270000,964,1
7,35,1332335177000,2697,1
7,15,1332336985000,902,1
7,46,1332336035000,1800,1
7,50,1332912607000,1200,1
7,32,1332918279000,905,1
7,30,1332918336000,1200,1
7,40,1332932840000,1200,1
7,34,1332934232000,369,1
7,63,1332934513000,196,1
7,50,1332933603000,1767,1
7,34,1332936586000,2475,1
7,63,1332936692000,2472,1
7,50,1332937169000,1803,1
7,46,1332937187000,904,1
7,50,1333517443000,1200,1
7,5,1333529551000,1200,1
7,46,1333528551000,1200,1
7,35,1333537589000,1200,1
7,46,1333537550000,1200,1
7,72,1334121379000,1200,1
7,15,1334142875000,1799,1
7,0,1334142948000,2696,1
7,53,1334142936000,2694,1
7,46,1334142816000,3601,1
7,15,1334147373000,914,1
7,0,1334147449000,910,1
7,53,1334147434000,913,1
7,46,1334148232000,1200,1
7,30,1334733145000,1200,1
7,34,1335333321000,1200,1
7,34,1335336919000,1200,1
7,30,1335336011000,1200,1
7,34,1335343222000,1200,1
7,30,1335343208000,1200,1
7,0,1335343240000,1200,1
7,50,1335935586000,1200,1
7,30,1335940144000,1200,1
7,53,1335949231000,1200,1
8,0,1330940096000,1200,1
8,32,1334153834000,1200,1
8,30,1334825269000,1200,1
8,34,1334827098000,1200,1
8,30,1335096582000,1200,1
8,0,1335175287000,1200,1
8,15,1335186030000,1200,1
8,40,1335189734000,1200,1
8,0,1335194174000,1200,1
8,30,1335417175000,3603,1
8,0,1335417208000,3602,1
8,30,1335422574000,9904,1
8,0,1335422606000,9904,1
8,30,1335434275000,1200,1
8,0,1335434310000,1200,1
8,35,1335437859000,1200,1
8,0,1335437908000,1200,1
8,30,1335875971000,1200,1
8,0,1336050099000,1200,1
9,14,1331734344000,1200,1
9,34,1331734445000,1788,1
9,15,1331733524000,2698,1
9,0,1331736291000,1200,1
9,14,1331736147000,1200,1
9,30,1331733522000,2698,1
9,31,1331734398000,1781,1
9,53,1331735426000,1200,1
9,27,1331734536000,976,1
9,7,1332159175000,1200,1
9,17,1332159395000,2678,1
9,27,1332159387000,2677,1
9,7,1332161877000,1200,1
9,34,1332225350000,1200,1
9,34,1332230151000,1200,1
9,40,1332229681000,1200,1
9,7,1332763593000,1200,1
9,30,1332938855000,603,1
9,34,1332940663000,1200,1
9,63,1332940235000,587,1
9,31,1332940033000,1179,1
14,15,1331129370000,1200,1
14,30,1331129368000,1200,1
14,31,1331129322000,895,1
14,32,1331132895000,1200,1
14,31,1331132914000,1200,1
14,46,1331132908000,1200,1
14,31,1331134719000,1200,1
14,46,1331134710000,1200,1
14,55,1331734434000,1200,1
14,31,1331736218000,1200,1
14,43,1332152473000,1200,1
14,46,1332940868000,2717,1
15,25,1331126097000,1200,1
15,53,1331126075000,1200,1
15,50,1331125995000,1200,1
15,50,1331127795000,1200,1
15,32,1331128962000,1200,1
15,30,1331128996000,1200,1
15,14,1331128947000,1200,1
15,30,1331131720000,1200,1
15,14,1331130747000,1801,1
15,31,1331130774000,928,1
15,35,1331654443000,1200,1
15,25,1331726006000,1200,1
15,46,1331726935000,1200,1
15,34,1331727868000,888,1
15,53,1331726878000,1801,1
15,50,1331726799000,1800,1
15,0,1331726954000,1791,1
15,35,1331726949000,2703,1
15,0,1331730589000,1200,1
15,34,1331730600000,1758,1
15,35,1331732341000,1200,1
15,53,1331730478000,1799,1
15,50,1331730398000,1801,1
15,7,1331726926000,5399,1
15,31,1331734050000,887,1
15,34,1331734238000,1678,1
15,62,1331735983000,1200,1
15,27,1331734187000,1839,1
15,0,1331735979000,914,1
15,30,1331734070000,2740,1
15,34,1331737687000,921,1
15,30,1331738596000,1200,1
15,14,1331733992000,4507,1
15,31,1331737624000,1200,1
15,53,1331734155000,4575,1
15,68,1331735011000,3619,1
15,17,1331734331000,3539,1
15,27,1331737851000,926,1
15,0,1332174992000,1200,1
15,7,1332331431000,1200,1
15,49,1332332344000,891,1
15,46,1332332348000,889,1
15,0,1332333255000,1200,1
15,35,1332337750000,1200,1
15,49,1332336840000,894,1
15,46,1332335094000,2642,1
15,7,1332335032000,2699,1
15,31,1332768200000,1200,1
15,35,1334071865000,1200,1
15,0,1334142813000,1200,1
15,0,1334142739000,891,1
15,53,1334142732000,2694,1
15,0,1334146458000,1200,1
15,0,1334147229000,1200,1
15,53,1334147226000,902,1
15,46,1334142793000,5411,1
15,7,1334142782000,5413,1
15,32,1334148959000,1794,1
15,53,1334150823000,1200,1
15,17,1334151040000,851,1
15,39,1334151750000,1200,1
15,27,1334150913000,850,1
15,53,1334152628000,1200,1
15,32,1334152559000,1800,1
15,30,1334148992000,5400,1
15,17,1334153709000,896,1
15,27,1334153578000,900,1
15,46,1334150936000,3565,1
15,31,1335186072000,1200,1
15,46,1335352706000,3601,1
15,34,1335351843000,5420,1
15,35,1335351826000,5418,1
15,53,1335351749000,5396,1
15,50,1335352566000,5400,1
15,34,1335359044000,892,1
15,31,1335359791000,1200,1
15,53,1335359844000,1200,1
15,27,1335358986000,893,1
15,43,1335360700000,1200,1
15,17,1335360967000,1200,1
15,39,1335360763000,1200,1
15,30,1335359809000,1853,1
15,46,1335359903000,1854,1
15,34,1335362649000,1200,1
15,30,1335363460000,902,1
15,39,1335363515000,1200,1
15,53,1335956709000,1801,1
15,7,1335956756000,1801,1
17,39,1331546685000,7189,1
17,27,1331545791000,8095,1
17,0,1331712875000,1200,1
17,50,1331715800000,1200,1
17,27,1331718711000,1200,1
17,14,1331733643000,1200,1
17,31,1331734607000,1200,1
17,34,1331734725000,883,1
17,15,1331733738000,1850,1
17,14,1331735462000,1200,1
17,34,1331737352000,1200,1
17,0,1331736576000,827,1
17,55,1331737295000,1200,1
17,53,1331733829000,3557,1
17,27,1331733946000,3485,1
17,24,1331733655000,5401,1
17,15,1331737335000,1797,1
17,14,1331737244000,1800,1
17,30,1331733736000,5395,1
17,31,1331737288000,1800,1
17,27,1331739264000,1200,1
17,7,1332158591000,1200,1
17,39,1332152500000,7252,1
17,27,1332152514000,8097,1
17,7,1332160388000,1200,1
17,27,1332162849000,2695,1
17,7,1332162632000,2701,1
17,43,1332339199000,1200,1
17,0,1332340245000,1200,1
17,34,1332339252000,1800,1
17,32,1332340059000,1799,1
17,30,1332341033000,1200,1
17,31,1332339183000,1799,1
17,39,1332339402000,1725,1
17,27,1332339415000,1723,1
17,46,1332339169000,1797,1
17,27,1332753155000,1200,1
17,27,1332832891000,1200,1
17,46,1332831916000,1200,1
17,53,1332838246000,1200,1
17,27,1332838295000,1200,1
17,50,1332939816000,1200,1
17,27,1332939940000,1200,1
17,43,1332942572000,1200,1
17,34,1332941847000,767,1
17,32,1332940723000,1808,1
17,46,1332941811000,723,1
17,14,1332942509000,901,1
17,43,1332943985000,1200,1
17,63,1332940895000,3176,1
17,27,1332941793000,2276,1
17,0,1332941843000,2285,1
17,43,1332945802000,1200,1
17,34,1332944132000,1713,1
17,63,1332945954000,1200,1
17,32,1332943952000,1809,1
17,14,1332944836000,1200,1
17,31,1332944877000,1200,1
17,27,1332945945000,1200,1
17,46,1332944089000,1674,1
17,25,1333363329000,1200,1
17,27,1333368418000,1200,1
17,27,1333437634000,1200,1
17,40,1333437622000,1200,1
17,27,1333439585000,1200,1
17,40,1333439566000,1200,1
17,39,1333443110000,1200,1
17,27,1333443123000,1200,1
17,39,1333963359000,1200,1
17,27,1333964271000,2703,1
17,39,1333965159000,2700,1
17,27,1333968766000,1200,1
17,72,1334047540000,1200,1
17,39,1334048321000,1200,1
17,27,1334048328000,1200,1
17,62,1334128338000,1200,1
17,72,1334130127000,1200,1
17,41,1334130120000,1200,1
17,39,1334129900000,1200,1
17,27,1334129907000,1200,1
17,39,1334131700000,1200,1
17,27,1334131707000,1200,1
17,15,1334149617000,1200,1
17,0,1334149653000,906,1
17,32,1334150471000,1200,1
17,30,1334149616000,1200,1
17,53,1334149645000,901,1
17,39,1334150571000,1200,1
17,27,1334149687000,890,1
17,46,1334149710000,890,1
17,35,1334152472000,1200,1
17,58,1334152313000,1200,1
17,31,1334152326000,45,1
17,50,1334152296000,1200,1
17,0,1334152365000,1200,1
17,0,1334247331000,1200,1
17,27,1334751011000,1200,1
17,27,1335172562000,1801,1
17,39,1335172556000,2703,1
17,39,1335177059000,897,1
17,27,1335176162000,1801,1
17,30,1335360223000,1200,1
17,15,1335360225000,2704,1
17,46,1335360312000,2699,1
17,34,1335361305000,2649,1
17,30,1335362023000,1802,1
17,31,1335360200000,3600,1
17,39,1335360281000,3604,1
17,27,1335360289000,4507,1
17,72,1335966950000,1200,1
17,31,1335966670000,1200,1
17,53,1335966772000,1200,1
17,27,1335966804000,1200,1
17,63,1335966810000,1050,1
18,31,1331734873000,1200,1
18,68,1331736888000,1200,1
18,34,1331737939000,1200,1
18,15,1331738405000,1200,1
18,7,1332163195000,1200,1
20,50,1331123007000,1200,1
20,15,1331125497000,412,1
20,68,1331125938000,1200,1
20,50,1331125857000,588,1
20,6,1331130062000,1200,1
20,68,1331130736000,1200,1
20,15,1331129557000,2339,1
20,6,1331132516000,1200,1
20,0,1331132507000,1200,1
20,15,1331133119000,601,1
20,31,1331130681000,4187,1
20,68,1331133748000,603,1
20,55,1331193589000,1200,1
20,46,1331210487000,1200,1
20,0,1331719975000,1200,1
20,55,1331740987000,1200,1
20,17,1332939785000,1200,1
23,1,1331538855000,1200,1
23,18,1331563007000,1200,1
23,1,1331630309000,1200,1
23,60,1332341209000,1200,1
23,1,1332341223000,1200,1
23,69,1332343024000,1200,1
23,69,1332344821000,1200,1
23,68,1332344796000,1200,1
23,1,1332431072000,1200,1
23,53,1334213424000,1200,1
23,1,1334215363000,894,1
24,42,1331632669000,1200,1
24,17,1331734785000,1200,1
24,0,1331736337000,1200,1
24,30,1331734446000,1838,1
24,53,1331734707000,2451,1
24,0,1331738035000,884,1
24,53,1331738906000,1200,1
24,17,1331736378000,2577,1
24,27,1331735511000,3425,1
24,42,1333449115000,1200,1
25,0,1330936866000,905,1
25,24,1330937759000,1200,1
25,6,1330937043000,1200,1
25,72,1330937061000,1200,1
25,71,1330937052000,1200,1
25,69,1330937031000,1200,1
25,5,1330937006000,1200,1
25,54,1330936881000,1200,1
25,14,1330936842000,1200,1
25,60,1330937004000,1200,1
25,47,1330937021000,1200,1
25,42,1330936873000,1200,1
25,17,1330937085000,1200,1
25,27,1330937071000,1200,1
25,7,1330936851000,1200,1
25,43,1330936879000,1200,1
25,15,1330936904000,1200,1
25,0,1330937039000,1200,1
25,2,1330937049000,1200,1
25,63,1330937080000,1200,1
25,32,1330937762000,1200,1
