1	4B5
2	4B5
3	4B5
4	4B5
5	4B5
6	4B5
7	4B5
8	4B5
9	4B5
10	000
11	000
12	006
13	002
14	006
15	000
16	006
17	000
18	001
19	000
20	001
21	000
22	008
23	000
24	000
25	002
26	000
27	000
28	001
29	006
30	00E
31	001
32	000
33	000
34	000
35	006
36	000
37	000
38	000
39	000
40	000
41	000
42	000
43	000
44	001
45	000
46	000
47	001
48	000
49	000
50	000
51	006
52	006
53	000
54	000
55	000
56	000
57	000
58	000
59	006
60	000
61	000
62	000
63	000
64	000
65	006
66	003
67	000
68	000
69	000
70	000
71	00E
72	000
73	000
74	000
75	000
76	001
77	006
78	000
79	000
80	006
81	000
82	000
83	000
84	000
85	000
86	000
87	000
88	000
89	000
90	000
91	006
92	000
93	006
94	006
95	000
96	000
97	006
98	001
99	000
100	000
101	00E
102	001
103	000
104	000
105	001
106	001
107	000
108	000
109	000
110	000
111	080
112	00E
113	000
114	000
115	000
116	000
117	000
118	000
119	000
120	000
121	000
122	000
123	000
124	000
125	001
126	006
127	000
128	000
129	4B5
130	4B5
131	4B5
132	4B5
133	4B5
134	4B5
135	4B5
136	006
137	4B5
138	4B5
139	4B5
140	4B5
141	0B5
142	002
143	008
144	000
145	40B
146	086
147	B06
148	281
149	030
150	430
151	006
152	0C6
153	4B5
154	A06
155	009
156	00A
157	4B5
158	4B5
159	002
160	004
161	096
162	006
163	005
164	003
165	4A5
166	000
167	00D
168	424
169	001
170	001
171	001
172	001
173	001
174	811
175	001
176	021
177	440
178	000
179	001
180	C35
181	001
182	A55
183	4B5
184	4BF
185	4B3
186	000
187	4F5
188	4B4
189	000
190	A10
191	000
192	4B5
193	330
194	000
195	4B5
196	4B5
197	495
198	0B5
199	4B4
200	4B4
201	4B5
202	4B5
203	4BD
204	4B5
205	0B5
206	4B5
207	4B1
208	C95
209	CB5
210	004
211	0CC
212	4B9
213	007
214	102
215	6A1
216	4B5
217	4B5
218	4B5
219	0F9
220	CB5
221	000
222	000
223	001
224	000
225	800
226	001
227	000
228	000
229	BC7
230	006
231	000
232	4B5
233	4B5
234	5B5
235	000
236	001
237	000
238	000
239	000
240	006
241	000
242	006
243	000
244	000
245	000
246	001
247	000
248	000
249	000
250	000
251	006
252	000
253	001
254	000
255	006
256	001
257	000
258	000
259	000
260	000
261	001
262	006
263	00E
264	006
265	000
266	000
267	001
268	000
269	00E
270	000
271	000
272	001
273	001
274	000
275	000
276	006
277	236
278	006
279	000
280	E43
281	008
282	001
283	4B5
284	006
285	000
286	006
287	000
288	4B5
289	6B5
290	1B5
291	006
292	735
293	000
294	00E
295	000
296	000
297	000
298	000
299	000
300	000
301	000
302	000
303	000
304	000
305	000
306	006
307	000
308	001
309	066
310	000
311	001
312	000
313	000
314	001
315	000
316	4B5
317	0B1
318	4B5
319	001
320	000
321	00C
322	400
323	401
324	000
325	000
326	425
327	001
328	000
329	000
330	000
331	4B5
332	4B5
333	4B5
334	4B5
335	4B5
336	4B5
337	4B5
338	4F5
339	4B5
340	4B5
341	000
342	0E5
343	6F7
