1418940000 1419026400 0 20000 0 20000
1418940000 2 1132 58
1418940000 3 875 17
1418940000 4 699 164
1418940000 5 713 42
1418940000 6 518 117
1418940000 7 1197 382
1418940000 8 686 141
1418940000 9 89 590
1418940000 10 859 54
1418940000 11 849 93
1418940000 12 526 273
1418940000 13 759 12
1418940000 14 854 0
1418940000 15 902 82
1418940000 16 597 203
1418940000 17 848 66
1418940000 18 868 30
1418940000 19 754 49
1418940000 20 574 18
1418940000 21 934 113
1418940000 22 690 80
1418940000 23 807 184
1418940000 24 317 70
1418940000 25 621 1
1418940000 26 343 151
1418940000 27 485 18
1418940000 28 785 0
1418940000 29 226 261
1418940000 30 134 168
1418940000 31 824 36
1418940000 32 1160 553
1418940000 33 845 2
1418940000 34 890 0
1418940000 35 1102 273
1418940000 36 1198 382
1418940000 37 922 71
1418940000 38 876 36
1418940000 39 714 42
1418940000 40 280 175
1418940000 41 927 22
1418940000 42 573 35
1418940000 43 1000 193
1418940000 44 1008 178
1418940000 45 782 47
1418940000 46 34 22
1418940000 47 588 254
1418940000 48 840 85
1418940000 49 17 1051
1418940000 50 158 979
1418940000 51 204 1035
1418940000 52 885 28
1418940000 53 785 302
1418940000 54 280 915
1418940000 55 834 63
1418940000 56 885 1
1418940000 57 772 76
1418940000 58 894 118
1418940000 59 797 0
1418940000 60 921 33
1418940000 61 677 120
1418940000 62 947 128
1418940000 63 845 91
1418940000 64 771 132
1418940000 65 317 930
1418940000 66 981 206
1418940000 67 336 28
1418940000 68 561 150
1418940000 69 853 165
1418940000 70 258 49
1418940000 71 293 912
1418940000 72 892 52
1418940000 73 696 150
1418940000 74 706 33
1418940000 75 960 109
1418940000 76 1000 136
1418940000 77 926 40
1418940000 78 998 202
1418940000 79 906 102
1418940000 80 928 6
1418940000 81 791 107
1418940000 82 707 76
1418940000 83 1262 131
1418940000 84 532 320
1418940000 85 385 848
1418940000 86 701 195
1418940000 87 889 86
1418940000 88 1053 269
1418940000 89 864 0
1418940000 90 875 1
1418940000 91 892 52
1418940000 92 783 176
1418940000 93 674 118
1418940000 94 531 0
1418940000 95 888 101
1418940000 96 811 46
1418940000 97 346 547
1418940000 98 957 62
1418940000 99 866 185
1418940000 100 922 71
1418940000 101 1158 94
1418940000 102 851 37
1418940000 103 1003 188
1418940000 104 368 915
1418940000 105 149 980
1418940000 106 628 423
1418940000 107 873 38
1418940000 108 816 292
1418940000 109 784 46
1418940000 110 601 56
1418940000 111 212 113
1418940000 112 934 147
