0 53 1418767200000 1418767560000
0 107 1418767200000 1418772812000
64 76 1418767200000 1418789990000
9 98 1418767200000 1418770729000
43 59 1418767200000 1418774185000
53 107 1418767200000 1418767560000
52 76 1418767200000 1418790586000
52 64 1418767200000 1418789910000
31 32 1418767200000 1418767479000
37 65 1418767200000 1418779294000
17 35 1418767213000 1418767235000
35 85 1418767249000 1418767249000
35 78 1418767250000 1418767250000
73 101 1418767391000 1418767391000
19 113 1418767445000 1418767463000
89 105 1418767645000 1418768111000
33 34 1418767659000 1418767677000
28 36 1418768135000 1418768150000
36 105 1418768153000 1418768153000
28 96 1418768432000 1418768452000
26 35 1418768441000 1418768441000
35 109 1418768469000 1418768477000
0 53 1418768715000 1418769338000
53 107 1418768715000 1418769338000
12 53 1418768731000 1418768746000
45 102 1418768767000 1418768875000
36 89 1418768787000 1418768805000
13 105 1418768803000 1418769257000
33 34 1418768856000 1418768887000
50 111 1418769764000 1418769800000
39 58 1418770304000 1418770525000
36 89 1418770499000 1418770499000
89 105 1418770539000 1418771107000
41 42 1418770759000 1418770760000
33 34 1418770805000 1418770825000
78 85 1418770888000 1418770904000
13 113 1418771080000 1418771629000
53 88 1418771206000 1418771211000
53 87 1418771212000 1418771726000
27 29 1418771330000 1418771928000
13 105 1418771639000 1418772237000
36 105 1418771775000 1418774546000
13 36 1418771775000 1418772108000
53 88 1418772351000 1418772351000
12 53 1418772395000 1418772951000
50 111 1418772773000 1418772813000
89 105 1418773033000 1418773539000
73 74 1418773379000 1418773383000
13 36 1418773913000 1418773930000
50 111 1418773936000 1418773939000
36 89 1418773950000 1418774519000
73 74 1418773984000 1418773990000
12 53 1418774157000 1418774160000
89 105 1418774751000 1418775917000
13 85 1418775098000 1418775098000
36 105 1418775166000 1418775709000
43 95 1418775167000 1418775171000
73 74 1418775176000 1418775178000
50 111 1418775177000 1418776359000
85 111 1418775688000 1418775688000
106 108 1418776101000 1418776704000
28 36 1418776359000 1418776376000
36 105 1418776522000 1418780066000
73 74 1418776984000 1418776999000
13 105 1418777113000 1418777638000
61 106 1418777310000 1418777898000
18 19 1418777553000 1418777625000
41 56 1418777825000 1418777825000
25 29 1418777826000 1418778342000
9 96 1418778032000 1418778630000
25 108 1418778346000 1418778363000
61 106 1418778525000 1418779694000
28 96 1418778632000 1418778651000
60 113 1418778638000 1418778657000
73 74 1418778763000 1418778784000
13 105 1418778839000 1418778928000
13 36 1418778844000 1418778878000
28 98 1418778872000 1418781138000
0 100 1418778875000 1418778875000
31 58 1418778893000 1418778893000
18 107 1418778979000 1418778979000
107 108 1418779127000 1418779215000
9 96 1418779232000 1418780444000
53 85 1418779268000 1418779268000
60 113 1418779330000 1418779351000
