1	2	1390917436617
1	2	1390917796886
1	2	1390922661110
1	2	1390923561864
1	2	1390925003119
1	2	1391002423658
1	2	1391002603854
1	2	1391005486272
1	2	1391008909271
1	2	1391011791662
1	2	1391011971825
1	2	1391014674198
1	2	1391171436643
1	2	1391173958757
1	2	1391179003072
1	2	1391179903819
1	2	1391180984770
1	2	1391182786313
1	2	1391434252739
1	2	1391435874084
1	2	1391442179508
1	2	1391446683329
1	2	1391519792142
1	2	1391520152450
1	2	1391523575376
1	2	1391524836454
1	2	1391527951064
1	2	1391528131218
1	2	1391529031988
1	2	1391529392296
1	2	1391530473220
1	2	1391531734298
1	2	1391607315891
1	2	1391607496050
1	2	1391613260941
1	3	1390917976675
1	3	1390920138499
1	3	1390921219486
1	3	1390921940091
1	3	1390924462205
1	3	1390924822529
1	3	1390925903520
1	3	1391006026432
1	3	1391006566816
1	3	1391009088993
1	3	1391013592832
1	3	1391087840250
1	3	1391088380670
1	3	1391088921166
1	3	1391090722730
1	3	1391096487581
1	3	1391177741590
1	3	1391179182801
1	3	1391182785897
1	3	1391186208852
1	3	1391430649275
1	3	1391432991248
1	3	1391434072122
1	3	1391437134753
1	3	1391438575981
1	3	1391439116516
1	3	1391443620268
1	3	1391445061519
1	3	1391517990221
1	3	1391518710837
1	3	1391519971915
1	3	1391521413147
1	3	1391523034533
1	3	1391525016227
1	3	1391528130837
1	3	1391528491145
1	3	1391529752223
1	3	1391529932377
1	3	1391532829297
1	3	1391608396414
1	3	1391608936809
1	3	1391610738368
1	3	1391615782734
1	3	1391619385795
1	4	1390921580011
1	4	1390924822856
1	4	1390927525159
1	4	1391003504498
1	4	1391013953377
1	4	1391086759534
1	4	1391092884798
1	4	1391093064989
1	4	1391094326084
1	4	1391097208474
1	4	1391097929086
1	4	1391099910803
1	4	1391187470206
1	4	1391188010652
1	4	1391433351766
1	4	1391437675530
1	4	1391439657192
1	4	1391521773709
1	4	1391523575249
1	4	1391525556943
1	4	1391525737097
1	4	1391527230321
1	4	1391528671553
1	4	1391531734171
1	4	1391532829551
1	4	1391610738605
1	4	1391614521913
1	5	1390919957428
1	5	1390920137641
1	5	1390921398671
1	5	1390924461308
1	5	1390924821675
1	5	1390998999466
1	5	1391001881935
1	5	1391006746079
1	5	1391006926189
1	5	1391008727803
1	5	1391008907927
1	5	1391009448440
1	5	1391013051463
1	5	1391014312542
1	5	1391085857632
1	5	1391086217912
1	5	1391087118734
1	5	1391087298843
1	5	1391087839272
1	5	1391091262199
1	5	1391092523298
1	5	1391092883591
1	5	1391096666829
1	5	1391097387491
1	5	1391098108097
1	5	1391098648521
1	5	1391099909592
1	5	1391100089753
1	5	1391100630253
1	5	1391173056700
1	5	1391173236819
1	5	1391178101004
1	5	1391180262886
1	5	1391180623210
1	5	1391185667508
1	5	1391185847590
1	5	1391187829349
1	5	1391430648282
1	5	1391431008641
1	5	1391432269678
1	5	1391432990359
1	5	1391433710971
1	5	1391434431506
1	5	1391434791863
1	5	1391434972021
1	5	1391435332287
1	5	1391438394902
1	5	1391438755248
1	5	1391440196503
1	5	1391441277385
1	5	1391443078894
1	5	1391444700327
1	5	1391445601069
1	5	1391516908408
1	5	1391517448870
1	5	1391517809178
1	5	1391517989332
1	5	1391518169486
1	5	1391518349640
1	5	1391518709948
1	5	1391518890102
1	5	1391519070256
1	5	1391519250410
1	5	1391519610718
1	5	1391519790872
1	5	1391519971026
1	5	1391520151180
1	5	1391520331334
1	5	1391520511488
1	5	1391520871796
1	5	1391521051950
1	5	1391521232104
1	5	1391521412258
1	5	1391521772566
1	5	1391521952720
1	5	1391522313028
1	5	1391522493182
1	5	1391522853490
1	5	1391523033644
1	5	1391523213798
1	5	1391523393952
1	5	1391523574106
1	5	1391523754260
1	5	1391524114568
1	5	1391524294722
1	5	1391524655030
1	5	1391525195492
1	5	1391525555800
1	5	1391525916108
1	5	1391526148254
1	5	1391526328408
1	5	1391526508562
1	5	1391526868870
1	5	1391527409332
1	5	1391527769640
1	5	1391527949794
1	5	1391528490256
1	5	1391528670410
1	5	1391529030718
1	5	1391530652104
1	5	1391531192566
1	5	1391531733028
1	5	1391532828408
1	5	1391533188716
1	5	1391604612243
1	5	1391605332859
1	5	1391606413813
1	5	1391608215314
1	5	1391609116095
1	5	1391610917645
1	5	1391611097764
1	5	1391612719184
1	5	1391614160405
1	5	1391615421520
1	5	1391615961886
1	6	1390912751180
1	6	1390914552680
1	6	1390915453446
1	6	1390915633635
1	6	1390915813824
1	6	1390917615326
1	6	1390919236723
1	6	1390919957372
1	6	1390920677907
1	6	1390921218393
1	6	1390921578771
1	6	1390923200070
1	6	1390924641374
1	6	1390925361985
1	6	1390925722239
1	6	1390926983304
1	6	1390998999298
1	6	1390999539755
1	6	1391000080245
1	6	1391000440601
1	6	1391000800835
1	6	1391002602439
1	6	1391003503154
1	6	1391005304716
1	6	1391006205444
1	6	1391006385670
1	6	1391006745932
1	6	1391007646697
1	6	1391009628430
1	6	1391009808577
1	6	1391010709318
1	6	1391012510851
1	6	1391013411700
1	6	1391013771927
1	6	1391089100294
1	6	1391089820891
1	6	1391090901807
1	6	1391093063653
1	6	1391094144519
1	6	1391097387329
1	6	1391097567462
1	6	1391100449926
1	6	1391101350753
