409	001
410	001
411	001
412	000
413	000
414	001
415	000
416	000
417	000
418	000
419	000
420	000
421	001
422	000
423	000
424	000
425	006
426	00E
427	000
428	000
429	000
430	000
431	000
432	000
433	001
434	000
435	000
436	001
437	000
438	001
439	006
440	000
441	006
442	000
443	000
444	000
445	001
446	001
447	000
448	000
449	000
450	000
451	001
452	006
453	000
454	001
455	001
456	000
457	000
458	000
459	000
460	003
461	00E
462	001
463	000
464	000
465	001
466	006
467	000
468	000
469	000
470	000
471	000
472	00C
473	4B5
474	4B5
475	4B5
476	4B5
477	000
478	219
479	0B5
480	4B7
481	4BD
482	4B5
483	140
484	CF7
485	000
486	6F5
487	040
488	4B5
489	000
490	4B1
491	002
492	4B5
493	500
494	4B5
495	4B5
496	000
497	234
498	000
499	4D5
500	000
501	4B5
502	4B5
503	441
504	000
505	100
506	4B5
507	4B5
508	421
509	006
510	00E
511	00F
512	000
513	001
514	5B2
515	000
516	000
517	4B5
518	4B5
519	4B5
520	4B5
521	000
522	000
523	4B5
524	49F
525	6B7
526	495
527	000
528	006
529	000
530	000
531	000
532	006
533	001
534	000
535	000
536	008
537	000
538	031
539	000
540	000
541	008
542	004
543	4B4
544	4B5
545	4B5
546	4B7
547	7B1
548	4B1
549	6A5
550	4B5
551	4B5
552	000
553	000
554	000
555	635
556	4B5
557	020
558	4B5
559	630
560	4B5
561	AB5
562	020
563	000
564	4B1
565	460
566	4B5
567	4B5
568	4B4
569	000
570	050
571	600
572	000
573	4B5
574	4B5
575	4B4
576	735
577	600
578	4B5
579	CF5
580	4B5
581	4B5
582	415
583	4B5
584	4B5
585	635
586	4B1
587	4B5
588	4B5
589	4B5
590	4B5
591	4B5
592	004
593	635
594	0A7
595	4B5
596	4B5
597	635
598	4B5
599	4B5
600	4A7
601	DB1
602	000
603	4B5
604	4B5
605	4B5
606	4B5
607	A45
608	000
609	000
610	050
611	004
612	000
613	000
614	004
615	000
616	180
617	000
618	000
619	000
620	000
621	4B5
622	001
623	00E
624	000
625	000
626	000
627	000
628	001
629	000
630	000
631	430
632	000
633	00C
634	401
635	000
636	000
637	340
638	000
639	000
640	781
641	955
642	301
643	EEC
644	000
645	001
646	4B5
647	000
648	001
649	000
650	701
651	4B5
652	4B5
653	004
654	000
655	4D5
656	030
657	000
658	000
659	000
660	000
661	001
662	000
663	006
664	006
665	080
666	000
