# Format: type;msg_id;bytes;hop_src_user_id;hop_dst_user_id;src_timestamp;status
1;-1;2032;3;17;92787;0
1;-1;2032;3;1;92815;0
1;-1;2146;3;4;92847;0
1;-1;2032;3;32;92866;1
1;-1;2032;3;47;92949;1
1;-1;2032;3;32;93023;1
1;-1;2032;3;32;93082;0
1;-1;2032;3;31;93083;1
1;-1;2032;3;47;93129;0
1;-1;2032;3;31;93412;1
1;-1;2146;3;75;93610;0
1;-1;2032;3;43;93650;0
1;-1;2032;3;57;93740;0
1;-1;2032;3;32;93748;1
1;-1;2032;3;31;93823;1
1;-1;2032;3;31;93875;0
1;-1;2032;3;64;93910;0
1;-1;2032;3;12;93933;1
1;-1;2032;3;31;93935;1
1;-1;2032;3;36;93980;0
1;-1;2032;3;75;94007;0
1;-1;2032;3;17;94012;0
1;-1;2032;3;31;94017;1
1;-1;2146;3;14;94105;0
1;-1;2032;3;31;94137;0
1;-1;2032;3;17;94312;0
1;-1;2032;3;12;94318;1
1;-1;2032;3;14;94334;1
1;-1;2032;3;12;94359;0
1;-1;2032;3;14;94401;0
1;-1;2032;3;12;94679;1
1;-1;2032;3;12;94862;0
1;-1;2032;3;75;94956;0
1;-1;2032;3;64;95013;0
1;-1;2032;3;4;95376;0
1;-1;2146;3;63;95491;0
1;-1;2032;3;43;96121;1
1;-1;2146;3;16;96163;0
1;-1;2032;3;31;96236;0
1;-1;2032;3;15;96412;0
1;-1;2032;3;4;96439;0
1;-1;2032;3;63;96514;0
1;-1;2032;3;14;96661;0
1;-1;2032;3;33;96789;1
1;-1;2032;3;4;96851;0
1;-1;2032;3;43;96856;1
1;-1;2032;3;36;96878;0
1;-1;2032;3;43;96891;1
1;-1;2032;3;63;96925;0
1;-1;2032;3;43;96951;1
1;-1;2032;3;4;96995;0
1;-1;2032;3;43;97090;0
1;-1;2032;3;43;97220;0
1;-1;2032;3;15;97291;0
1;-1;2146;3;48;97411;0
1;-1;2032;3;36;97546;1
1;-1;2032;3;38;97560;1
1;-1;2032;3;38;97695;1
1;-1;2032;3;36;97726;0
1;-1;2032;3;56;97811;0
1;-1;2146;3;45;97964;0
1;-1;2032;3;33;98185;0
1;-1;2032;3;48;98692;0
1;-1;2032;3;33;98743;0
1;-1;2146;3;76;98789;0
1;-1;2032;3;47;99052;1
1;-1;2032;3;33;99394;0
1;-1;2032;3;76;100039;0
1;-1;2032;3;48;100155;0
1;-1;2032;3;33;100178;1
1;-1;2032;3;33;100351;0
1;-1;2032;3;14;100577;1
1;-1;2260;3;48;100604;1
1;-1;2260;3;33;100633;0
1;-1;2949;3;33;100642;1
1;-1;2949;3;76;101111;0
1;-1;2949;3;33;101185;0
1;-1;2032;3;64;101391;0
1;-1;2949;3;48;101728;1
1;-1;2949;3;11;102509;0
1;-1;2032;3;33;102717;0
1;-1;2949;3;40;102791;0
1;-1;2949;3;74;103003;0
1;-1;2949;3;66;103245;1
1;-1;2949;3;36;103390;1
1;-1;2949;3;66;103401;0
1;-1;2949;3;59;103594;0
1;-1;2949;3;36;103849;0
1;-1;2032;3;59;103967;0
1;-1;2032;3;40;104597;1
1;-1;2032;3;59;104611;0
1;-1;2032;3;40;104681;0
1;-1;2032;3;59;105725;0
1;-1;2032;3;36;105856;1
1;-1;2949;3;30;105878;0
1;-1;2949;3;57;106197;0
1;-1;2032;3;56;106939;0
1;-1;2032;3;59;107461;0
1;-1;2032;3;57;107507;0
1;-1;2032;3;40;107584;1
1;-1;2032;3;40;107649;0
1;-1;2032;3;56;107726;0
1;-1;2032;3;59;108138;0
1;-1;2032;3;40;108641;0
1;-1;2032;3;59;108649;1
1;-1;2032;3;59;108757;0
1;-1;2032;3;59;108976;1
1;-1;2032;3;59;109031;0
1;-1;2949;3;4;109227;0
1;-1;2032;3;56;109269;0
1;-1;2949;3;51;109908;1
1;-1;2949;3;22;109988;0
1;-1;2949;3;51;110038;1
1;-1;2032;3;76;110430;1
1;-1;2032;3;40;110470;1
1;-1;2032;3;64;110562;0
1;-1;2032;3;40;110763;1
1;-1;2032;3;56;110990;0
1;-1;2032;3;40;111167;0
1;-1;2032;3;59;111177;1
1;-1;2949;3;19;111204;0
1;-1;2032;3;59;111384;0
1;-1;2032;3;74;111563;0
1;-1;2032;3;59;111923;0
1;-1;2949;3;12;112181;0
1;-1;2032;3;50;112497;0
1;-1;2032;3;12;112567;0
1;-1;2949;3;55;112584;1
1;-1;2949;3;55;112751;0
1;-1;2032;3;55;112937;0
1;-1;2949;3;28;113137;0
1;-1;2032;3;50;113224;1
1;-1;2032;3;19;113268;0
1;-1;2032;3;56;113407;0
1;-1;2032;3;56;113466;0
1;-1;2032;3;4;113670;1
1;-1;2032;3;4;113816;0
1;-1;2032;3;4;114148;0
1;-1;3055;3;19;114182;0
1;-1;2032;3;56;114179;1
1;-1;3055;3;4;114190;0
1;-1;3055;3;56;114262;0
1;-1;2032;3;19;114319;0
1;-1;3055;3;57;114574;0
1;-1;2032;3;4;114913;0
1;-1;3055;3;55;115035;0
1;-1;6276;3;32;121193;0
1;-1;6396;3;32;121397;0
1;-1;6634;3;32;121441;0
1;-1;6634;3;43;122173;0
1;-1;6634;3;11;122446;1
1;-1;6749;3;32;122509;1
1;-1;6749;3;11;122554;1
1;-1;6749;3;14;122562;1
1;-1;6749;3;61;122569;1
1;-1;6749;3;14;122640;0
1;-1;6749;3;32;122681;0
1;-1;6749;3;61;123120;0
1;-1;2032;3;32;123353;0
1;-1;6749;3;36;123821;1
1;-1;6749;3;63;124253;0
1;-1;6749;3;66;124255;0
1;-1;2032;3;43;124302;0
1;-1;6749;3;44;124644;1
1;-1;2032;3;14;124879;0
1;-1;6749;3;44;124971;1
1;-1;6749;3;39;125011;0
1;-1;6749;3;44;125113;0
1;-1;6749;3;59;125124;0
1;-1;2032;3;44;125207;0
1;-1;2032;3;32;125216;0
1;-1;6749;3;60;125597;0
1;-1;2032;3;43;126158;0
1;-1;6749;3;33;126253;0
1;-1;2032;3;61;126594;0
1;-1;2032;3;32;127277;0
1;-1;2032;3;63;127818;1
1;-1;2032;3;43;128096;1
1;-1;2032;3;32;128160;0
1;-1;2032;3;43;128221;0
1;-1;2032;3;63;128296;0
1;-1;2032;3;33;128344;1
1;-1;2032;3;33;128688;0
1;-1;2032;3;39;129056;0
1;-1;2032;3;63;129410;0
1;-1;2032;3;66;129439;1
1;-1;6749;3;2;129856;1
1;-1;6749;3;36;130465;0
1;-1;6749;3;65;130734;0
1;-1;2032;3;66;130850;0
1;-1;6749;3;2;131110;0
1;-1;2032;3;36;131109;1
1;-1;2032;3;39;131244;0
1;-1;2032;3;63;131246;0
1;-1;6749;3;27;131275;0
1;-1;2032;3;36;131288;1
1;-1;2032;3;33;131396;0
1;-1;2032;3;33;132045;1
1;-1;2032;3;33;132212;1
1;-1;2032;3;33;132384;0
1;-1;2032;3;33;133372;1
1;-1;2032;3;33;133702;1
1;-1;2032;3;33;134240;1
1;-1;6749;3;64;179580;1
1;-1;6749;3;24;179693;1
1;-1;6749;3;64;179746;0
1;-1;6749;3;61;179753;0
1;-1;6749;3;47;179793;1
1;-1;6749;3;55;179869;1
1;-1;6749;3;11;179897;0
1;-1;6749;3;24;179960;1
1;-1;6749;3;47;180016;0
1;-1;6749;3;24;180177;1
1;-1;6749;3;55;180303;0
1;-1;2032;3;64;180320;1
1;-1;2032;3;11;180365;0
1;-1;2032;3;11;180478;0
1;-1;2032;3;61;180494;1
1;-1;6749;3;24;180576;0
1;-1;2032;3;47;180707;0
1;-1;2032;3;64;180745;0
1;-1;2032;3;61;180849;0
1;-1;2032;3;61;180935;0
1;-1;2032;3;11;181827;1
1;-1;6749;3;10;181905;0
1;-1;6749;3;45;182588;0
1;-1;6749;3;34;182739;0
1;-1;6749;3;15;183508;0
1;-1;6749;3;49;183543;1
1;-1;6749;3;75;183726;0
1;-1;6749;3;32;183833;1
1;-1;6749;3;32;183973;0
1;-1;2032;3;32;184314;0
1;-1;6749;3;36;184361;0
1;-1;2032;3;36;184732;0
1;-1;6749;3;14;184747;0
1;-1;6749;3;57;184752;0
1;-1;2032;3;32;184758;0
1;-1;2032;3;64;184847;0
1;-1;6923;3;64;185039;1
1;-1;6923;3;49;185079;1
1;-1;6923;3;36;185136;0
1;-1;6923;3;32;185173;0
1;-1;6923;3;64;185231;1
1;-1;2088;3;64;185259;1
1;-1;2088;3;36;185597;1
1;-1;2088;3;57;185703;0
1;-1;6923;3;47;185841;0
1;-1;6923;3;56;185955;1
1;-1;6923;3;56;186194;1
1;-1;6923;3;63;186602;1
1;-1;6923;3;63;187213;1
1;-1;2088;3;49;187638;1
1;-1;2088;3;47;187682;0
1;-1;6923;3;56;187720;0
1;-1;6923;3;63;187803;0
1;-1;2088;3;49;187903;0
1;-1;6923;3;76;188076;0
1;-1;6923;3;14;188157;0
1;-1;2088;3;56;188233;0
1;-1;2088;3;63;188458;1
1;-1;2088;3;63;188494;0
1;-1;6923;3;66;188585;1
1;-1;6923;3;12;188673;1
1;-1;2088;3;63;188991;1
1;-1;2088;3;56;189045;0
1;-1;2088;3;47;189134;0
1;-1;2088;3;63;189196;0
1;-1;6923;3;65;190139;0
1;-1;2088;3;65;195293;0
1;-1;6923;3;29;197080;1
1;-1;2088;3;32;197157;0
1;-1;6923;3;17;197247;0
1;-1;2088;3;49;197280;0
1;-1;6923;3;69;197417;1
1;-1;6923;3;8;197534;1
1;-1;6923;3;25;197537;1
1;-1;6923;3;11;197563;1
1;-1;6923;3;1;197672;0
1;-1;6923;3;11;197743;1
1;-1;6923;3;11;197874;0
1;-1;6923;3;8;197922;1
1;-1;2088;3;11;197978;0
1;-1;6923;3;8;198126;1
1;-1;2826;4;52;30706;0
1;-1;2826;4;43;31089;0
1;-1;2826;4;16;31755;0
1;-1;2826;4;13;31765;1
1;-1;2826;4;29;31962;1
1;-1;2826;4;47;32050;0
1;-1;2826;4;28;32071;0
1;-1;2826;4;63;32113;0
1;-1;2826;4;29;32447;1
1;-1;2826;4;21;32475;0
1;-1;2826;4;15;32486;0
1;-1;2826;4;29;32551;0
1;-1;2050;4;16;32553;0
1;-1;2050;4;64;32750;0
1;-1;2826;4;13;32745;1
1;-1;2050;4;28;32827;1
1;-1;2050;4;21;32848;1
1;-1;2050;4;29;32873;1
1;-1;2050;4;63;32983;0
1;-1;2050;4;15;32986;0
1;-1;2050;4;28;33007;0
1;-1;2050;4;21;33041;0
1;-1;2050;4;29;33046;1
1;-1;2050;4;64;33147;0
1;-1;2826;4;51;33599;1
1;-1;2826;4;12;33877;0
1;-1;2826;4;51;33871;1
1;-1;2826;4;51;34024;1
1;-1;2050;4;12;34140;0
1;-1;2826;4;51;34172;1
1;-1;2826;4;48;34205;1
1;-1;2826;4;51;34211;1
1;-1;2826;4;24;34256;1
1;-1;2826;4;24;34490;1
1;-1;2826;4;51;34524;1
1;-1;2826;4;51;34655;1
1;-1;2050;4;43;34775;0
1;-1;2826;4;19;34840;0
1;-1;2826;4;51;35049;1
1;-1;2050;4;12;35156;0
1;-1;2826;4;51;35176;1
1;-1;2050;4;19;35190;0
1;-1;2050;4;63;35420;1
1;-1;2826;4;5;35793;0
1;-1;2826;4;51;35807;0
1;-1;2050;4;51;36843;1
1;-1;2826;4;48;37368;1
1;-1;2826;4;48;37511;1
1;-1;2050;4;47;37633;0
1;-1;2826;4;3;37758;0
1;-1;2826;4;7;38149;0
1;-1;2826;4;11;89708;0
1;-1;2050;4;15;89839;0
1;-1;2826;4;39;90193;0
1;-1;2050;4;12;92309;0
1;-1;2050;4;43;92318;0
1;-1;2826;4;57;92423;0
1;-1;2050;4;15;92734;0
1;-1;2050;4;3;92798;0
1;-1;2826;4;27;92795;1
1;-1;2826;4;75;92937;0
1;-1;2050;4;47;92938;1
1;-1;2826;4;36;93360;0
1;-1;2826;4;27;93368;1
1;-1;2050;4;36;93472;0
1;-1;2050;4;15;93519;0
1;-1;2050;4;43;93603;0
1;-1;2050;4;36;94498;0
1;-1;2826;4;56;95154;0
1;-1;2050;4;3;95326;0
1;-1;2826;4;76;95736;0
1;-1;2050;4;43;95812;0
1;-1;2050;4;12;95847;0
1;-1;2050;4;15;95876;0
1;-1;2050;4;63;95949;0
1;-1;2826;4;17;96029;0
1;-1;2826;4;31;96109;1
1;-1;2050;4;12;96159;1
1;-1;2050;4;64;96205;0
1;-1;2050;4;3;96206;1
1;-1;2050;4;15;96287;0
1;-1;2050;4;12;96378;0
1;-1;2050;4;3;96389;0
1;-1;2826;4;31;96397;1
1;-1;2050;4;56;96428;0
1;-1;2826;4;31;96422;1
1;-1;2826;4;31;96597;1
1;-1;2050;4;55;96614;0
1;-1;2050;4;36;96614;0
1;-1;2826;4;31;96716;1
1;-1;2050;4;17;96739;1
1;-1;2954;4;3;96802;0
1;-1;2954;4;36;96839;1
1;-1;2954;4;15;96920;0
1;-1;2954;4;43;96924;1
1;-1;2050;4;3;96946;0
1;-1;2954;4;12;97065;0
1;-1;2954;4;36;97100;0
1;-1;3060;4;36;97104;0
1;-1;3060;4;14;97173;1
1;-1;3060;4;63;97286;1
1;-1;3060;4;8;97300;1
1;-1;3060;4;43;97304;1
1;-1;3060;4;48;97394;1
1;-1;2050;4;36;97405;0
1;-1;3060;4;42;97533;0
1;-1;3060;4;59;97545;0
1;-1;3060;4;47;97567;1
1;-1;3060;4;48;97649;1
1;-1;3060;4;8;97689;0
1;-1;3060;4;16;97681;1
1;-1;3060;4;16;97893;1
1;-1;3060;4;16;98130;0
1;-1;2050;4;15;98350;0
1;-1;2050;4;8;98506;0
1;-1;3060;4;38;98513;1
1;-1;3060;4;48;98533;1
1;-1;2050;4;59;98752;0
1;-1;3060;4;60;98864;0
1;-1;3060;4;47;98920;0
1;-1;3060;4;55;99062;1
1;-1;3060;4;48;99077;1
1;-1;3060;4;14;99180;0
1;-1;2050;4;60;99257;0
1;-1;3060;4;48;99264;1
1;-1;3060;4;55;99339;1
1;-1;3060;4;48;99467;1
1;-1;3060;4;38;99586;1
1;-1;2050;4;42;99600;0
1;-1;3060;4;48;99612;1
1;-1;2050;4;59;99658;1
1;-1;2050;4;76;99699;1
1;-1;3060;4;48;99740;1
1;-1;2050;4;16;99830;0
1;-1;3060;4;38;99851;1
1;-1;3060;4;38;99866;0
1;-1;2050;4;59;99884;0
1;-1;3060;4;55;99889;1
1;-1;3060;4;48;99902;1
1;-1;3060;4;64;99939;0
1;-1;2050;4;42;99956;0
1;-1;3060;4;48;100070;1
1;-1;2050;4;42;100200;0
1;-1;2050;4;16;100236;0
1;-1;2050;4;59;100242;0
1;-1;2050;4;76;100283;0
1;-1;2050;4;60;100315;0
1;-1;2050;4;59;100407;0
1;-1;2050;4;47;100416;1
1;-1;3060;4;45;100540;1
1;-1;3060;4;48;100564;1
1;-1;2050;4;47;100579;0
1;-1;2050;4;64;100693;1
1;-1;2050;4;38;100701;0
1;-1;3060;4;45;100709;0
1;-1;2050;4;76;100839;0
1;-1;2050;4;33;100912;0
1;-1;2050;4;59;100933;1
1;-1;3060;4;48;100972;1
1;-1;2050;4;55;101123;0
