1	17	41021	41021	1	0
1	7	41022	41022	1	0
1	6	41025	41120	1	0
1	15	41028	41120	1	0
1	11	41048	41121	1	0
1	23	41109	41109	2	0
1	12	41111	41111	1	0
1	13	41118	41118	1	0
1	4	41119	41119	1	0
1	9	41121	41121	1	0
1	22	41123	41123	1	0
1	24	303168	307874	1	0
1	25	309423	309434	1	0
1	26	310204	310204	1	0
1	27	310212	310212	2	0
1	27	311777	312179	2	1565369
1	28	407061	409777	1	0
1	23	407810	409736	2	366700894
1	29	407840	409393	1	0
1	30	410156	410167	1	0
1	31	410161	410166	1	0
1	32	410931	410931	1	0
2	33	859930	859930	1	0
2	34	860289	860289	1	0
2	35	860290	860290	2	0
2	36	1030485	1031928	1	0
2	37	1030486	1030486	1	0
2	38	1030486	1031920	1	0
2	39	1030488	1031924	1	0
2	40	1030488	1031572	1	0
2	41	1030490	1031924	1	0
2	42	1030490	1031921	1	0
2	43	1030491	1030842	1	0
2	44	1030838	1030838	1	0
2	45	1030838	1030881	1	0
2	46	1030838	1031924	1	0
2	47	1030840	1031923	1	0
2	48	1030841	1031924	1	0
2	49	1030843	1030843	1	0
2	50	1030846	1030846	1	0
2	35	1031227	1031227	2	170936592
2	51	1031566	1031566	1	0
2	52	1031569	1031569	1	0
2	53	1031921	1031921	1	0
2	54	1031930	1031930	1	0
3	55	321815	322963	2	0
3	55	324472	324485	2	1509610
3	56	324852	324852	1	0
3	11	327862	327862	1	0
3	57	332451	332451	1	0
4	12	40869	41670	5	0
4	17	40869	40948	5	0
4	9	40869	41712	1	0
4	22	40869	41322	1	0
4	1	40869	41697	3	0
4	15	40869	41654	7	0
4	6	40881	41267	1	0
4	10	40904	41666	1	0
4	23	40907	41713	5	0
4	13	40939	41700	1	0
4	16	40946	40946	1	0
4	11	40947	41664	1	0
4	7	41176	41647	2	0
4	17	295937	295937	5	254989122
4	17	297675	297675	5	1737735
4	17	379642	380915	5	81967486
4	15	379654	380927	7	337999680
4	58	380153	380153	2	0
4	59	380603	380603	1	0
4	60	382237	382666	1	0
4	15	483442	483905	7	102515673
4	61	483576	483978	1	0
4	62	489821	491098	1	0
4	15	489838	491120	7	5933005
4	12	489906	490729	5	448235657
4	8	489928	491219	2	0
4	20	490288	491133	3	0
4	63	658471	659753	1	0
4	64	658899	658909	1	0
4	7	1012448	1014103	2	970800337
4	15	1012453	1014111	7	521333209
4	23	1012482	1014160	5	970768984
4	20	1014116	1014116	3	522982871
4	17	1088891	1090950	5	707975904
4	23	1088938	1090999	5	74778202
4	12	1088939	1091000	5	598210687
4	1	1088966	1091027	3	1047269207
4	65	1693754	1694606	1	0
4	15	1694093	1696607	7	679981971
4	12	1694970	1696637	5	603969267
4	1	1694998	1696666	3	603970045
4	23	1695381	1696635	5	604381748
4	66	1696280	1696694	2	0
4	15	2190222	2190222	7	493614427
